"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1964",204795,"toys","premium",4,13,22,46.7,3910
"1965",166849,"health","off_brand",4.4,10,22,26.3,1262
"1966",139361,"food","off_brand",3.4,0,16,36.7,1816
"1967",244089,"health","off_brand",3.9,2,26,39.4,3314
"1968",127420,"other","premium",3.8,3,24,NA,2516
"1969",152470,"health","premium",4.3,2,16,55.5,1835
"1970",182412,"health","off_brand",4,9,NA,36.6,2726
"1971",152514,"toys","premium",4.8,6,29,61.7,1690
"1972",140038,"health","premium",4,10,NA,6.6,2080
"1973",139442,"toys","off_brand",4,7,18,90.6,2492
"1974",70686,"health","premium",3.8,1,13,60.9,974
"1975",112145,"toys","off_brand",4.2,5,22,75.3,1022
"1976",146828,"food","off_brand",3.8,15,24,26.2,1460
"1977",158787,"health","off_brand",4.2,13,15,73.8,1210
"1978",312278,"food","premium",4.6,19,5,51.9,4021
"1979",175867,"other","off_brand",4.7,3,10,55.6,1927
"1980",208474,"toys","premium",4.5,8,15,88.1,2834
"1981",81712,"health","premium",3.9,2,NA,33.9,1248
"1982",198602,"other","premium",4,6,NA,34.1,2793
"1983",132660,"health","off_brand",4.5,9,12,61.2,1144
"1984",157268,"other","premium",4.4,1,20,NA,1824
"1985",124921,"other","premium",4.5,7,11,51.2,1038
"1986",224835,"other","premium",4.2,8,21,38.7,3574
"1987",212344,"health","premium",4.7,5,25,67.8,2749
"1988",86537,"toys","off_brand",4.1,9,38,66.4,1011
"1989",122945,"health","premium",4.5,4,34,41.1,1198
"1990",129705,"toys","off_brand",4.3,196,19,77,1402
"1991",154783,"health","off_brand",3.7,9,22,51,2439
"1992",157851,"toys",NA,3.4,13,19,28.7,2155
"1993",112972,"toys",NA,3.9,10,NA,23.2,1149
"1994",124990,"health","off_brand",4.1,6,18,38.1,1313
"1995",120713,"health","premium",4.7,4,14,40.7,1045
"1996",158429,"toys","premium",4.7,3,16,58.2,2498
"1997",164141,"health","off_brand",4.8,17,19,36.5,901
"1998",207099,"health","premium",4.7,11,7,40.9,2137
"1999",71181,"health","premium",4.6,3,18,NA,949
"2000",203148,"health","off_brand",4.3,4,12,49.7,3132
"2001",97454,"health","off_brand",3.7,8,22,38.1,1201
"2002",230152,"other","off_brand",4.7,10,24,46.9,2769
"2003",153890,"toys","off_brand",3.8,2,NA,54.3,3502
"2004",190624,"health","off_brand",3.9,17,28,54.6,3800
"2005",191961,"food","off_brand",3.4,8,19,70.8,3462
"2006",176635,"health","premium",4.8,4,24,53,2218
"2007",235065,"toys","off_brand",4.4,16,25,60.2,3230
"2008",155819,"other","premium",4.3,4,NA,51.3,2058
"2009",126196,"health","premium",4.8,5,20,38.8,740
"2010",126603,"toys","off_brand",3.4,10,5,74.5,2140
"2011",83562,"other","premium",4.2,8,NA,34.2,1116
"2012",183081,"health","off_brand",4.7,17,8,57.4,876
"2013",62840,"toys","premium",3.4,4,20,29.3,1106
"2014",77454,"toys","premium",4,9,31,65.1,1222
"2015",199397,"health","premium",4.6,7,22,34.9,3291
"2016",171824,"food","premium",4.6,19,18,46,1197
"2017",67912,"toys","premium",4.2,1,16,62.2,997
"2018",132360,"food","premium",4.6,4,23,50.9,871
"2019",207950,"health","off_brand",4.7,6,11,22.4,2436
"2020",70107,"health",NA,3.7,6,30,6.5,1061
"2021",72025,"health","premium",3.6,7,27,70.5,957
"2022",154401,"toys","premium",3.8,8,19,23.1,2386
"2023",113440,"other","premium",4.1,7,24,16,2629
"2024",174415,"health","off_brand",4.6,9,23,63.1,2412
"2025",138599,"toys","off_brand",4.6,7,11,52.8,1250
"2026",93855,"other","off_brand",4.4,2,15,17.4,517
"2027",92960,"toys","premium",3.6,3,28,51.8,1164
"2028",197014,"health","off_brand",4.9,9,27,59.9,1986
"2029",64456,"health","off_brand",3.5,8,26,77.4,1093
"2030",108434,"toys",NA,4.3,6,23,36.5,1093
"2031",165103,"other","premium",3.4,1,28,24.6,2473
"2032",77645,"health","premium",3.8,12,22,19.7,722
"2033",95886,"other","off_brand",3.3,9,19,43.5,1279
"2034",204036,"toys","premium",4.6,23,23,72.4,2310
"2035",105056,"toys",NA,4.3,3,17,101.4,979
"2036",210283,"food","premium",4.4,19,21,79.1,3285
"2037",247696,"toys","off_brand",4.6,11,11,61.7,3417
"2038",151894,"food","premium",4.6,13,11,18.5,738
"2039",118035,"other","off_brand",4.7,3,26,70.2,805
"2040",161920,"toys",NA,4.3,1,25,51.4,3287
"2041",111687,"toys","off_brand",4.1,7,21,51.3,1369
"2042",170616,"food","premium",4.9,4,12,45.8,1370
"2043",107051,"food","premium",1.7,12,NA,53.1,932
"2044",171219,"toys","off_brand",3.9,6,17,66.4,2854
"2045",175026,"toys","premium",4.6,4,20,55.5,3349
"2046",107910,"toys","off_brand",4.3,7,16,53.3,394
"2047",110641,"other","premium",4.3,3,12,20.6,988
"2048",186330,"other","off_brand",4.3,11,15,35.2,2762
"2049",153835,"toys","off_brand",4.7,19,32,85.4,849
"2050",171948,"health","off_brand",4.1,14,42,27.8,3216
"2051",121255,"food","premium",4.6,10,29,24.6,1013
"2052",150408,"food","premium",4.3,174,12,27.9,1190
"2053",176963,"food","off_brand",4.4,7,2,NA,2294
"2054",114614,"food","premium",4.5,4,18,85.4,947
"2055",184982,"other","off_brand",4.5,12,33,83.6,2855
"2056",118555,"toys","premium",4.6,6,12,82.1,1050
"2057",158462,"toys","off_brand",3.5,10,22,45.5,2878
"2058",67409,"other","off_brand",3.1,4,8,80.3,1007
"2059",178153,"other","premium",4.2,15,25,18.2,2738
"2060",220888,"health","off_brand",4.7,3,7,48.9,3201
"2061",223728,"health","off_brand",4.7,9,NA,25.5,3061
"2062",112088,"food","off_brand",3.8,14,34,55.2,997
"2063",195174,"other","premium",4.4,4,14,30.5,3446
"2064",160296,"toys","premium",4.7,1,NA,NA,2700
"2065",88945,"health","off_brand",4.4,3,25,8,706
"2066",128984,"health","off_brand",3.4,7,26,94.2,2763
"2067",175521,"toys","off_brand",4.9,4,28,80,2478
"2068",161606,"health","off_brand",4.2,21,13,NA,1418
"2069",207330,"toys","premium",3.8,17,21,69.6,2932
"2070",220880,"toys","off_brand",4.7,1,14,41.6,2288
"2071",61316,"health","premium",4.1,7,25,34.8,1005
"2072",178394,"health","off_brand",3.9,7,5,5,2162
"2073",108738,"toys","off_brand",4.1,3,12,44.1,2404
"2074",162576,"health","off_brand",4.8,8,12,23.1,646
"2075",169079,"toys","off_brand",4.2,11,22,57.9,2394
"2076",165121,"health","premium",4.1,3,24,59.2,2144
"2077",110324,"health","off_brand",4.7,13,11,95.8,1043
"2078",128301,"toys","premium",4.1,5,20,55,1533
"2079",136134,"toys","premium",2.4,1,27,75.3,3203
"2080",123302,"health","off_brand",3.8,12,24,63.2,2186
"2081",149856,"food","off_brand",4.3,2,24,38.2,1203
"2082",88349,"toys","off_brand",4.4,7,14,73.6,544
"2083",158492,"toys","premium",4.4,8,21,71.3,2451
"2084",131751,"health","off_brand",3.8,5,24,15.3,1810
"2085",132390,"other","premium",4.6,7,15,21.2,1433
"2086",66240,"health","off_brand",3.9,6,23,38.2,1082
"2087",261299,"health","off_brand",4.5,12,19,44.8,3216
"2088",109813,"health","premium",4.2,14,25,21.1,1080
"2089",216482,"food","off_brand",4.6,16,9,24.3,1476
"2090",146800,"food","off_brand",4.5,8,27,50,1044
"2091",100469,"health","off_brand",3.9,12,26,61,862
"2092",261578,"health","off_brand",4.2,27,18,79.5,2935
"2093",176433,"toys","off_brand",4.3,10,19,81.4,3009
"2094",187810,"health","off_brand",4.1,2,35,45.3,3220
"2095",131830,"health","premium",4.5,5,21,35.6,1652
"2096",100797,"food","off_brand",3.6,12,15,71.9,1031
"2097",156512,"toys","off_brand",3.2,8,21,75.7,2854
"2098",178648,"toys","off_brand",4,3,10,84.6,4098
"2099",133313,"health","off_brand",4.6,4,25,54.5,739
"2100",104064,"food","off_brand",4,7,38,63.7,1231
"2101",139044,"toys","premium",3.6,5,25,87.2,2934
"2102",142160,"health","off_brand",4.4,6,16,67.4,2200
"2103",174867,"toys","off_brand",4.1,11,19,10,2914
"2104",159913,"other","off_brand",3,6,NA,43,2368
"2105",164362,"other",NA,4.5,5,26,39.8,2806
"2106",238664,"toys","premium",4.7,17,25,87.9,3558
"2107",108805,"health","off_brand",3.9,14,24,34.7,1919
"2108",209969,"health","off_brand",4.1,14,19,55.3,3717
"2109",166222,"other","premium",4.6,18,31,30.8,863
"2110",97612,"health","off_brand",4,14,20,63.2,843
"2111",129691,"health","premium",4,1,24,20.1,2589
"2112",164357,"health","off_brand",3.5,20,23,28.7,2313
"2113",151944,"health","premium",4.8,4,20,30.8,962
"2114",178613,"health","off_brand",4.2,6,NA,28.3,2967
"2115",101960,"other","off_brand",4.5,2,11,30.5,947
"2116",196671,"toys","off_brand",4.6,9,25,53.6,2584
"2117",54890,"health","off_brand",2.2,4,28,37.8,813
"2118",153088,"health","premium",4.2,11,26,5,2224
"2119",60482,"toys","off_brand",3.6,3,21,71,1312
"2120",178683,"toys","off_brand",3.6,6,25,63.5,2769
"2121",215626,"toys","off_brand",4.9,11,NA,56.8,2196
"2122",200219,"toys","premium",4.1,7,6,82,3650
"2123",215104,"toys","off_brand",4.3,12,25,70.4,2565
"2124",143283,"toys","off_brand",2.9,11,24,39.3,2840
"2125",284970,"health","off_brand",4.6,2,11,5,4289
"2126",109985,"toys","premium",4.6,5,26,16.5,786
"2127",137601,"toys","off_brand",4.1,13,21,7.3,1743
"2128",167680,"food","off_brand",4.2,9,30,72.8,1347
"2129",111402,"other","premium",4.8,8,20,30.2,985
"2130",189171,"toys","off_brand",4.7,2,28,76,2437
"2131",138386,"health","premium",3.9,16,18,5,1559
"2132",186546,"toys","off_brand",3.6,13,21,85.2,2968
"2133",129727,"health","premium",4.6,8,32,90,1240
"2134",75487,"health","premium",3.3,5,15,55.6,1102
"2135",178842,"food","premium",4.8,8,25,42.4,1062
"2136",138834,"other","off_brand",2.6,9,25,39.5,1943
"2137",126405,"health","premium",4.8,1,22,44.3,751
"2138",149922,"health","off_brand",4.4,8,24,34.5,1677
"2139",171686,"toys","off_brand",3.5,14,15,80.6,2727
"2140",71326,"health","premium",4.1,9,24,61.6,845
"2141",162592,"health","off_brand",4.4,9,14,57.1,1643
"2142",170953,"health","premium",4.8,8,22,32.6,2019
"2143",165747,"other","off_brand",4.7,9,14,68.2,2111
"2144",252451,"toys","premium",4.7,8,14,56.6,4169
"2145",120386,"toys","premium",4.5,21,36,78.3,889
"2146",153926,"health","off_brand",4.2,8,NA,82.1,1983
"2147",93846,"toys","off_brand",3.8,7,24,61.3,1259
"2148",96110,"toys","off_brand",4.6,18,26,64.6,338
"2149",213708,"food","premium",4.5,12,NA,23.2,2369
"2150",178843,"other","premium",4.7,25,12,47.7,751
"2151",104535,"other","off_brand",4.7,6,23,64.1,986
"2152",119480,"toys","off_brand",4.1,6,31,14.9,2271
"2153",76172,"health","off_brand",4.2,5,29,24.7,920
"2154",108459,"toys","premium",4.3,5,23,38.2,1124
"2155",74674,"food","premium",3.1,2,11,36.8,1944
"2156",34242,"toys","off_brand",3.7,3,21,70.5,850
"2157",151978,"health","premium",3.1,2,20,39.6,2939
"2158",160909,"health","off_brand",4.4,13,19,30.2,1905
"2159",146562,"health","premium",4.2,9,14,11.7,1568
"2160",193459,"health","off_brand",4.2,7,18,89.9,2567
"2161",190379,"health","premium",4.1,12,21,46.5,2910
"2162",98938,"health",NA,3.1,5,12,41.1,1692
"2163",75817,"toys","off_brand",3.4,5,18,75,1329
"2164",133994,"food","premium",4.3,11,31,36.4,1136
"2165",136076,"other","premium",4,9,17,52.8,2289
"2166",214769,"food","off_brand",5,10,30,72.5,2155
"2167",148291,"food","premium",4.6,17,9,22.2,889
"2168",193349,"health","off_brand",4.7,5,21,39.9,1431
"2169",268451,"health","off_brand",4.1,22,15,31.3,4011
"2170",201127,"health",NA,4.7,2,20,34.9,2341
"2171",208139,"health","off_brand",4.8,16,25,NA,2124
"2172",216677,"food","premium",4.3,17,18,72.3,2342
"2173",197338,"other","off_brand",4.3,14,21,47.2,2387
"2174",221245,"toys","premium",4.5,9,20,46.1,3376
"2175",98379,"toys","off_brand",4,4,26,80.5,1051
"2176",210996,"toys","off_brand",4.3,9,18,70,3165
"2177",141694,"toys","premium",4.2,6,21,38.4,3166
"2178",179835,"food",NA,3.1,6,26,79.9,3138
"2179",139646,"health","off_brand",4.6,9,18,61.1,1013
"2180",98327,"toys","off_brand",3.3,13,21,40.4,1939
"2181",209620,"toys","off_brand",3.3,7,27,11.8,3941
"2182",178661,"health","premium",4.6,21,9,45.2,956
"2183",111588,"health","off_brand",3.8,9,29,27.3,1802
"2184",132658,"toys","premium",4.2,9,26,85.3,1008
"2185",168171,"health","off_brand",4.6,6,22,NA,2586
"2186",116914,"health","premium",4.2,22,25,18.8,1135
"2187",178899,"health","off_brand",4.8,3,20,16.8,2120
"2188",158947,"food","premium",3.7,3,26,8.5,3028
"2189",132667,"health","off_brand",4.3,6,25,61.7,1608
"2190",87872,"health","off_brand",4.2,3,24,57.2,933
"2191",210044,"other","premium",4.6,19,29,43.5,2309
"2192",194731,"health",NA,4.9,15,31,5,2575
"2193",107963,"other","off_brand",4,2,22,43.9,800
"2194",32343,"toys","off_brand",3,7,18,70,1063
"2195",81085,"health","premium",3.9,2,17,31.9,1015
"2196",96745,"toys","premium",4.8,14,30,33.3,556
"2197",95990,"toys","premium",2.9,14,20,41.9,1239
"2198",150551,"other","off_brand",4,11,15,15.6,2125
"2199",119574,"health","premium",4.6,3,23,28.8,1053
"2200",171221,"toys","off_brand",4.7,9,20,67.7,1849
"2201",155434,"health","off_brand",4.5,4,18,41.8,1538
"2202",203455,"other","off_brand",4.8,13,26,45,1917
"2203",40620,"health","premium",3.9,9,30,59.2,985
"2204",175159,"health","off_brand",4.3,13,22,49.3,1531
"2205",176962,"toys","off_brand",4.4,7,20,93.2,1323
"2206",165539,"health","premium",4.6,13,27,33.1,3126
"2207",108514,"health","premium",4.2,15,21,23.8,768
"2208",90703,"toys","off_brand",3.8,2,10,43.5,990
"2209",212573,"food","off_brand",3.9,10,31,NA,3702
"2210",114933,"toys","off_brand",4,4,12,76.3,1407
"2211",149780,"health","premium",4.3,9,17,77.6,1191
"2212",121463,"health","off_brand",4.4,1,23,NA,1208
"2213",259927,"health","off_brand",4.8,2,22,56,3251
"2214",133881,"health","premium",4.5,11,21,29.9,930
"2215",74048,"toys","off_brand",4.6,2,36,76.7,858
"2216",120098,"health","off_brand",4.3,9,38,78,1282
"2217",111267,"toys","premium",4.7,8,13,46.3,777
"2218",136039,"toys","premium",4,4,16,62.9,2820
"2219",241099,"toys","off_brand",4.7,1,32,68,4266
"2220",250153,"food","off_brand",4.8,9,25,26.4,2870
"2221",226371,"health","off_brand",3.8,7,29,44.3,4356
"2222",147079,"toys","off_brand",4.5,17,26,41.1,1423
"2223",84931,"food","premium",2.9,14,34,28.7,955
"2224",115405,"toys","off_brand",4.2,8,21,67.6,925
"2225",210762,"other","premium",4.5,8,16,8.5,2658
"2226",123991,"toys","premium",4.3,16,22,31.4,1447
"2227",203190,"health","premium",3.9,4,2,28.6,3279
"2228",143533,"health","premium",4.2,0,24,36.1,2578
"2229",137326,"toys","premium",3.1,3,14,38.9,3506
"2230",136591,"toys","premium",3.7,22,8,53.4,1635
"2231",212557,"health","off_brand",4.5,4,20,39.8,2928
"2232",136955,"health","off_brand",4.2,4,19,49.2,1779
"2233",197047,"toys","premium",4.9,3,11,37,3108
"2234",178033,"food","off_brand",4.7,13,28,26.1,838
"2235",228983,"toys",NA,4.7,8,11,55.2,3316
"2236",134166,"toys","off_brand",4.3,13,11,45.2,842
"2237",118961,"health","off_brand",4.1,11,NA,34.2,1210
"2238",191766,"health","off_brand",4.4,9,21,58.7,3267
"2239",146828,"toys","off_brand",4.2,0,30,35.1,2444
"2240",229894,"health","off_brand",4.6,16,23,64,3151
"2241",57622,"toys","off_brand",3.6,11,14,90.6,994
"2242",136731,"toys","premium",3.7,11,17,82.6,2783
"2243",121739,"other","off_brand",4.6,6,16,61.4,1102
"2244",122003,"food","off_brand",3.7,7,7,90.9,1324
"2245",132830,"other",NA,4.3,1,22,41.5,2324
"2246",150639,"health","premium",3.8,2,NA,46.4,2960
"2247",85275,"food","premium",4,4,23,18.7,909
"2248",171870,"toys","off_brand",4.1,7,18,83.5,2670
"2249",157919,"food","off_brand",4.2,4,25,81.4,1981
"2250",97700,"toys","off_brand",4.1,8,11,31.2,599
